格式化上车站点编号,格式化下车站点编号,一天内刷卡数
030_U_33,010_D_29,1
030_U_33,010_U_32,1
030_U_33,011_U_07,1
030_U_33,016_U_10,2
030_U_33,017_U_16,1
030_U_33,017_U_28,2
030_U_33,018_U_31,1
030_U_33,023_U_33,1
030_U_33,023_U_34,2
030_U_33,028_U_02,1
030_U_33,030_U_13,1
030_U_33,030_U_25,1
030_U_33,030_U_28,1
030_U_33,030_U_30,2
030_U_33,030_U_34,1
030_U_33,030_U_35,2
030_U_33,030_U_41,2
030_U_33,032_U_16,1
030_U_33,033_U_19,3
030_U_33,036_U_29,1
030_U_33,101_U_22,4
030_U_33,101_U_25,1
030_U_33,102_U_08,2
030_U_33,102_U_10,1
030_U_33,102_U_17,2
030_U_33,113_U_30,1
030_U_33,113_U_35,2
030_U_34,001_D_03,2
030_U_34,001_D_04,2
030_U_34,001_D_05,2
030_U_34,002_U_39,1
030_U_34,009_U_29,1
030_U_34,009_U_31,1
030_U_34,010_U_31,1
030_U_34,010_U_32,1
030_U_34,023_U_33,2
030_U_34,030_U_01,1
030_U_34,030_U_03,1
030_U_34,030_U_30,1
030_U_34,032_U_21,2
030_U_34,033_U_19,3
030_U_34,101_U_22,1
030_U_34,101_U_25,3
030_U_34,102_U_12,1
030_U_34,102_U_28,1
030_U_34,113_U_35,1
030_U_35,001_D_04,3
030_U_35,001_D_05,3
030_U_35,004_U_32,2
030_U_35,009_U_30,1
030_U_35,011_U_10,1
030_U_35,016_U_10,2
030_U_35,017_U_16,1
030_U_35,017_U_28,3
030_U_35,023_U_33,7
030_U_35,030_U_13,1
030_U_35,030_U_24,1
030_U_35,030_U_25,1
030_U_35,030_U_30,1
030_U_35,030_U_33,2
030_U_35,030_U_45,1
030_U_35,032_U_21,1
030_U_35,032_U_29,1
030_U_35,033_U_19,1
030_U_35,101_U_24,1
030_U_35,101_U_25,1
030_U_35,102_U_07,3
030_U_35,102_U_28,1
030_U_36,002_U_31,3
030_U_36,004_U_31,1
030_U_36,010_U_25,2
030_U_36,030_U_37,2
030_U_36,030_U_41,1
030_U_36,031_U_17,1
030_U_36,031_U_22,1
030_U_36,032_U_29,3
030_U_36,113_D_37,1
030_U_36,113_U_30,2
030_U_37,028_U_02,1
030_U_37,030_U_01,1
030_U_37,030_U_31,1
030_U_38,001_D_06,3
030_U_38,006_U_29,2
030_U_38,006_U_31,1
030_U_38,017_U_18,1
030_U_38,017_U_27,1
030_U_38,017_U_30,1
030_U_38,028_U_02,1
030_U_38,030_U_45,1
030_U_38,103_U_08,1
030_U_39,001_D_05,1
030_U_39,003_U_07,1
030_U_39,006_U_31,1
030_U_39,017_U_27,1
030_U_39,017_U_28,1
030_U_39,017_U_30,1
030_U_39,018_U_01,1
030_U_39,022_U_40,1
030_U_39,025_U_29,1
030_U_39,030_U_38,2
030_U_39,030_U_41,1
030_U_40,001_D_06,5
030_U_40,017_U_27,2
030_U_40,017_U_30,1
030_U_40,025_U_30,2
030_U_40,030_U_01,1
030_U_40,030_U_38,1
030_U_40,030_U_45,1
030_U_40,103_U_08,1
030_U_40,103_U_09,2
030_U_41,001_D_06,12
030_U_41,003_U_07,8
030_U_41,006_U_29,2
030_U_41,006_U_30,3
030_U_41,006_U_31,1
030_U_41,009_U_27,1
030_U_41,009_U_30,1
030_U_41,017_U_17,4
030_U_41,017_U_18,2
030_U_41,017_U_27,6
030_U_41,017_U_28,3
030_U_41,017_U_30,2
030_U_41,018_U_01,2
030_U_41,025_U_26,1
030_U_41,025_U_27,3
030_U_41,025_U_29,1
030_U_41,025_U_30,3
030_U_41,025_U_31,1
030_U_41,030_U_03,1
030_U_41,030_U_13,1
030_U_41,030_U_16,5
030_U_41,030_U_17,1
030_U_41,030_U_33,2
030_U_41,030_U_36,1
030_U_41,030_U_39,1
030_U_41,030_U_40,4
030_U_41,032_U_09,1
030_U_41,102_U_07,1
030_U_41,103_U_08,10
030_U_41,108_U_03,1
030_U_45,001_D_04,1
030_U_45,004_U_31,4
030_U_45,017_U_24,1
030_U_45,023_U_34,1
030_U_45,102_U_10,1
031_U_17,006_U_32,1
031_U_17,017_U_26,2
031_U_17,017_U_29,1
031_U_17,103_U_07,3
031_U_17,105_U_34,1
031_U_18,001_D_05,1
031_U_18,001_U_22,1
031_U_18,001_U_24,1
031_U_18,003_U_05,1
031_U_18,003_U_07,1
031_U_18,006_U_32,1
031_U_18,006_U_34,1
031_U_18,017_U_22,2
031_U_18,017_U_29,1
031_U_18,017_U_37,1
031_U_18,024_U_19,1
031_U_18,026_U_45,1
031_U_18,030_U_36,1
031_U_18,031_U_17,1
031_U_18,033_U_18,1
031_U_18,033_U_19,1
031_U_18,103_U_07,1
031_U_18,103_U_08,1
031_U_18,105_U_14,2
031_U_18,105_U_20,1
031_U_18,105_U_21,1
031_U_18,105_U_30,1
031_U_18,105_U_34,2
031_U_18,105_U_40,1
031_U_19,024_U_15,3
031_U_19,024_U_17,1
031_U_22,081_U_24,1
031_U_24,002_U_30,1
031_U_29,002_U_42,1
031_U_29,009_U_45,1
032_U_02,032_U_09,1
032_U_09,017_U_17,1
032_U_09,017_U_26,2
032_U_09,017_U_28,1
032_U_09,017_U_29,1
032_U_09,030_U_41,1
032_U_09,032_U_16,1
032_U_09,103_U_08,1
032_U_13,024_U_16,1
032_U_16,001_D_05,1
032_U_16,002_U_31,1
032_U_16,003_D_05,2
032_U_16,004_U_18,1
032_U_16,005_U_64,1
032_U_16,006_U_29,1
032_U_16,006_U_30,2
032_U_16,006_U_32,1
032_U_16,006_U_35,1
032_U_16,012_U_13,1
032_U_16,017_U_26,1
032_U_16,018_U_01,1
032_U_16,022_U_40,2
032_U_16,025_U_27,3
032_U_16,025_U_29,2
032_U_16,025_U_31,1
032_U_16,029_U_19,2
032_U_16,032_U_09,1
032_U_16,032_U_29,1
032_U_16,033_U_19,1
032_U_16,101_U_22,1
032_U_16,107_U_10,1
032_U_16,107_U_13,2
032_U_16,107_U_25,1
032_U_16,107_U_26,1
032_U_16,113_U_35,1
032_U_21,001_D_03,2
032_U_21,010_U_33,1
032_U_21,016_U_10,1
032_U_21,017_U_16,1
032_U_21,020_U_21,1
032_U_21,030_U_24,2
032_U_21,030_U_33,1
032_U_21,030_U_35,1
032_U_21,033_U_19,2
032_U_21,101_U_22,2
032_U_21,101_U_25,1
032_U_21,102_U_12,1
032_U_28,001_D_06,8
032_U_28,002_U_30,2
032_U_28,002_U_31,2
032_U_28,003_U_07,1
032_U_28,006_U_29,1
032_U_28,006_U_31,2
032_U_28,017_U_28,1
032_U_28,017_U_30,4
032_U_28,022_U_40,1
032_U_28,029_U_17,2
032_U_28,030_U_26,1
032_U_28,030_U_38,2
032_U_28,030_U_40,1
032_U_28,102_U_07,2
032_U_28,103_U_09,1
032_U_29,018_U_31,2
032_U_29,030_U_35,1
032_U_29,030_U_36,3
032_U_29,032_U_16,1
033_U_05,001_U_34,1
033_U_05,002_U_28,1
033_U_05,006_U_41,1
033_U_05,026_U_45,1
033_U_05,033_U_19,1
033_U_06,001_U_34,1
033_U_06,002_U_28,1
033_U_06,004_U_32,2
033_U_06,006_U_22,1
033_U_06,033_U_18,1
033_U_06,033_U_19,1
033_U_18,001_D_05,3
033_U_18,002_U_28,5
033_U_18,004_U_32,1
033_U_18,005_U_64,5
033_U_18,006_U_22,1
033_U_18,006_U_30,1
033_U_18,006_U_31,3
033_U_18,006_U_32,1
033_U_18,006_U_33,1
033_U_18,006_U_44,1
033_U_18,017_U_28,1
033_U_18,017_U_30,2
033_U_18,024_U_17,1
033_U_18,026_U_45,1
033_U_18,026_U_48,1
033_U_18,032_U_16,1
033_U_18,033_U_06,1
033_U_18,033_U_19,4
033_U_18,103_U_09,3
033_U_19,001_D_05,5
033_U_19,003_U_06,1
033_U_19,005_U_64,4
033_U_19,006_U_29,1
033_U_19,006_U_30,1
033_U_19,006_U_33,1
033_U_19,009_U_28,2
033_U_19,009_U_30,5
033_U_19,009_U_47,2
033_U_19,010_U_31,1
033_U_19,010_U_33,3
033_U_19,011_U_10,2
033_U_19,016_U_10,2
033_U_19,017_U_16,1
033_U_19,017_U_27,1
033_U_19,017_U_28,1
033_U_19,026_U_45,1
033_U_19,030_U_25,3
033_U_19,030_U_28,1
033_U_19,030_U_33,1
033_U_19,032_U_21,1
033_U_19,033_U_18,5
033_U_19,101_U_23,3
033_U_19,101_U_25,3
033_U_19,103_U_09,3
035_U_06,005_U_70,2
035_U_06,035_U_07,2
035_U_07,005_U_69,2
035_U_08,005_U_69,1
035_U_10,005_U_69,1
035_U_11,005_U_69,3
036_U_01,022_U_40,1
036_U_01,026_U_47,1
036_U_01,029_U_31,2
036_U_01,036_U_28,2
036_U_03,036_U_19,1
036_U_08,001_D_06,3
036_U_08,026_U_47,1
036_U_10,022_U_40,1
036_U_11,006_U_40,1
036_U_11,006_U_41,1
036_U_17,001_U_29,3
036_U_17,002_U_37,5
036_U_17,003_D_05,1
036_U_17,003_U_05,1
036_U_17,009_U_33,1
036_U_17,016_U_10,2
036_U_17,017_U_19,3
036_U_17,022_U_40,2
036_U_17,107_U_12,2
036_U_17,107_U_25,2
036_U_18,002_U_34,1
036_U_18,002_U_37,1
036_U_18,012_U_13,3
036_U_18,107_U_26,1
036_U_19,024_U_13,2
036_U_19,036_U_17,1
036_U_28,002_U_38,2
036_U_28,004_U_31,3
036_U_28,006_U_41,2
036_U_28,011_U_07,1
036_U_28,016_U_10,2
036_U_28,017_U_24,1
036_U_28,017_U_28,1
036_U_28,020_U_19,2
036_U_28,020_U_22,1
036_U_28,024_U_12,1
036_U_28,036_U_01,2
036_U_28,036_U_29,1
036_U_28,102_U_17,1
036_U_28,102_U_28,1
036_U_29,003_U_06,2
036_U_29,004_U_31,4
036_U_29,016_U_10,1
036_U_29,029_U_31,1
036_U_29,030_U_29,1
036_U_29,036_U_28,1
036_U_29,036_U_31,1
036_U_29,102_U_17,1
036_U_30,001_D_04,3
036_U_30,002_U_38,2
036_U_30,003_U_06,1
036_U_30,004_U_31,11
036_U_30,006_U_41,2
036_U_30,009_U_31,1
036_U_30,017_U_28,1
036_U_30,020_U_21,1
036_U_30,023_U_34,2
036_U_30,030_U_33,1
036_U_30,036_U_28,1
036_U_31,003_U_06,5
036_U_31,004_U_31,6
036_U_31,006_U_41,1
036_U_31,017_U_24,1
036_U_31,030_U_30,1
036_U_31,036_U_28,1
036_U_31,102_U_17,1
037_U_05,001_U_27,1
037_U_06,001_U_29,1
037_U_06,001_U_34,1
037_U_17,001_U_34,1
037_U_17,009_U_44,3
037_U_19,037_U_18,1
037_U_20,001_U_24,1
038_U_01,009_U_44,1
038_U_02,001_U_24,1
081_U_18,024_U_15,1
081_U_24,031_U_22,1
101_U_22,001_D_03,1
101_U_22,001_D_04,2
101_U_22,001_D_05,4
101_U_22,001_U_34,1
101_U_22,002_U_38,1
101_U_22,002_U_39,2
101_U_22,003_U_06,5
101_U_22,004_U_31,1
101_U_22,004_U_32,3
101_U_22,009_U_28,1
101_U_22,009_U_30,4
101_U_22,009_U_31,2
101_U_22,010_U_32,1
101_U_22,016_U_10,8
101_U_22,017_U_16,2
101_U_22,017_U_28,4
101_U_22,017_U_29,1
101_U_22,020_U_19,1
101_U_22,023_U_33,13
101_U_22,023_U_34,3
101_U_22,030_U_25,3
101_U_22,030_U_26,3
101_U_22,030_U_28,2
101_U_22,030_U_30,4
101_U_22,030_U_33,3
101_U_22,030_U_45,1
101_U_22,032_U_21,1
101_U_22,033_U_19,15
101_U_22,036_U_29,1
101_U_22,036_U_31,1
101_U_22,101_U_25,3
101_U_22,102_U_07,2
101_U_22,102_U_08,5
101_U_22,102_U_12,4
101_U_22,102_U_17,3
101_U_22,102_U_28,1
101_U_23,001_D_04,2
101_U_23,001_D_05,6
101_U_23,001_D_06,1
101_U_23,003_U_06,1
101_U_23,004_U_32,1
101_U_23,009_U_28,1
101_U_23,009_U_30,1
101_U_23,010_U_33,1
101_U_23,016_U_10,4
101_U_23,030_U_24,1
101_U_23,030_U_26,1
101_U_23,030_U_33,7
101_U_23,032_U_21,2
101_U_23,033_U_19,7
101_U_24,001_D_05,1
101_U_24,004_U_32,1
101_U_24,009_U_29,2
101_U_24,009_U_30,2
101_U_24,010_U_31,1
101_U_24,010_U_33,1
101_U_24,011_U_10,1
101_U_24,016_U_10,2
101_U_24,017_U_16,1
101_U_24,030_U_24,1
101_U_24,030_U_25,2
101_U_24,030_U_26,1
101_U_24,030_U_33,2
101_U_24,033_U_19,3
101_U_24,101_U_23,2
101_U_25,001_D_02,1
101_U_25,001_D_05,5
101_U_25,009_U_29,1
101_U_25,010_U_33,1
101_U_25,011_U_10,2
101_U_25,016_U_10,4
101_U_25,017_U_16,6
101_U_25,030_U_24,3
101_U_25,030_U_25,3
101_U_25,030_U_26,3
101_U_25,030_U_33,5
101_U_25,030_U_34,2
101_U_25,032_U_21,2
101_U_25,033_U_19,8
101_U_25,101_U_23,3
102_U_07,002_U_38,1
102_U_07,006_U_31,1
102_U_07,011_U_07,1
102_U_07,016_U_10,1
102_U_07,017_U_18,3
102_U_07,017_U_26,2
102_U_07,017_U_28,1
102_U_07,017_U_29,1
102_U_07,020_U_21,2
102_U_07,023_U_34,3
102_U_07,025_U_27,2
102_U_07,030_U_33,1
102_U_07,030_U_41,1
102_U_07,032_U_28,2
102_U_07,101_U_22,3
102_U_07,102_U_09,3
102_U_07,102_U_13,1
102_U_07,112_U_14,1
102_U_08,001_D_04,1
102_U_08,001_D_06,4
102_U_08,002_U_29,1
102_U_08,002_U_30,3
102_U_08,002_U_38,1
102_U_08,002_U_39,2
102_U_08,003_U_07,1
102_U_08,006_U_30,1
102_U_08,006_U_31,2
102_U_08,011_U_07,2
102_U_08,016_U_10,4
102_U_08,017_U_26,5
102_U_08,017_U_27,1
102_U_08,017_U_28,3
102_U_08,017_U_29,5
102_U_08,022_U_40,1
102_U_08,023_U_33,7
102_U_08,023_U_34,5
102_U_08,025_U_29,1
102_U_08,025_U_31,1
102_U_08,030_U_32,2
102_U_08,030_U_40,1
102_U_08,030_U_41,9
102_U_08,032_U_28,1
102_U_08,033_U_18,1
102_U_08,101_U_22,7
102_U_08,102_U_09,1
102_U_08,102_U_10,1
102_U_08,102_U_12,1
102_U_08,102_U_13,1
102_U_08,102_U_17,1
102_U_08,103_U_08,5
102_U_08,108_U_03,1
102_U_08,112_U_14,2
102_U_08,112_U_27,1
102_U_09,009_U_32,2
102_U_09,016_U_10,4
102_U_09,017_U_16,3
102_U_09,017_U_29,1
102_U_09,023_U_33,2
102_U_09,023_U_34,1
102_U_09,030_U_45,2
102_U_09,036_U_28,1
102_U_09,036_U_31,1
102_U_09,101_U_22,1
102_U_09,102_U_07,1
102_U_09,102_U_13,1
102_U_09,102_U_17,1
102_U_09,102_U_28,1
102_U_10,002_U_39,1
102_U_10,003_U_07,1
102_U_10,006_U_30,1
102_U_10,023_U_33,3
102_U_10,030_U_45,1
102_U_10,112_U_19,1
102_U_12,017_U_24,2
102_U_12,023_U_33,2
102_U_12,023_U_34,1
102_U_12,030_U_34,2
102_U_12,101_U_22,6
102_U_12,102_U_13,3
102_U_13,001_D_04,1
102_U_13,023_U_33,1
102_U_13,023_U_34,1
102_U_13,030_U_32,1
102_U_13,030_U_45,1
102_U_13,036_U_28,1
102_U_13,101_U_22,1
102_U_13,102_U_07,1
102_U_13,102_U_12,1
102_U_17,001_D_04,1
102_U_17,002_U_29,5
102_U_17,002_U_39,2
102_U_17,016_U_10,2
102_U_17,017_U_24,2
102_U_17,017_U_28,1
102_U_17,023_U_33,3
102_U_17,023_U_34,1
102_U_17,030_U_32,1
102_U_17,030_U_34,1
102_U_17,030_U_35,1
102_U_17,036_U_31,1
102_U_17,101_U_22,6
102_U_17,102_U_07,1
102_U_17,102_U_08,2
102_U_17,102_U_12,3
102_U_17,102_U_28,2
102_U_17,103_U_09,1
102_U_17,111_U_35,2
102_U_17,112_U_26,1
102_U_28,001_D_04,2
102_U_28,002_U_39,1
102_U_28,016_U_10,3
102_U_28,017_U_24,3
102_U_28,017_U_28,1
102_U_28,023_U_33,14
102_U_28,023_U_34,1
102_U_28,030_U_29,1
102_U_28,030_U_30,2
102_U_28,030_U_33,1
102_U_28,030_U_35,1
102_U_28,030_U_45,2
102_U_28,032_U_21,2
102_U_28,036_U_28,1
102_U_28,102_U_08,1
102_U_28,102_U_12,1
102_U_28,102_U_13,1
102_U_28,102_U_17,2
103_U_07,006_U_32,3
103_U_07,006_U_34,1
103_U_07,006_U_35,1
103_U_07,009_U_33,2
103_U_07,103_U_08,1
103_U_08,003_U_07,1
103_U_08,009_U_46,1
103_U_08,017_U_18,2
103_U_08,017_U_26,1
103_U_08,018_U_01,1
103_U_08,030_U_40,1
103_U_08,030_U_41,1
103_U_08,031_U_17,1
103_U_08,033_U_19,1
103_U_08,103_U_09,1
103_U_08,108_U_03,2
103_U_09,001_D_05,2
103_U_09,001_D_06,5
103_U_09,003_U_05,1
103_U_09,006_U_29,2
103_U_09,006_U_31,2
103_U_09,006_U_32,1
103_U_09,007_U_15,1
103_U_09,009_U_33,1
103_U_09,009_U_47,4
103_U_09,017_U_27,3
103_U_09,017_U_28,3
103_U_09,017_U_29,3
103_U_09,022_U_40,4
103_U_09,025_U_27,1
103_U_09,025_U_31,1
103_U_09,030_U_40,2
103_U_09,030_U_41,3
103_U_09,030_U_45,1
103_U_09,031_U_17,1
103_U_09,032_U_09,2
103_U_09,032_U_28,1
103_U_09,033_U_18,2
103_U_09,033_U_19,5
103_U_09,103_U_08,4
103_U_09,103_U_31,1
103_U_32,011_U_32,1
103_U_34,001_D_04,4
103_U_34,001_U_15,1
103_U_34,005_U_64,2
103_U_34,006_U_29,1
103_U_34,006_U_30,1
103_U_34,006_U_31,4
103_U_34,006_U_34,1
103_U_34,009_U_33,1
103_U_34,009_U_46,3
103_U_34,009_U_47,2
103_U_34,011_U_31,1
103_U_34,017_U_27,1
103_U_34,017_U_30,1
103_U_34,103_U_09,1
105_D_06,001_D_06,2
105_D_06,001_D_07,1
105_D_06,001_D_08,2
105_D_06,001_U_22,2
105_D_06,001_U_24,3
105_D_06,001_U_25,3
105_D_06,002_U_28,1
105_D_06,002_U_29,1
105_D_06,011_U_05,1
105_D_06,011_U_14,2
105_D_06,017_U_25,2
105_D_06,023_U_23,1
105_D_06,105_U_14,1
105_U_07,001_U_22,2
105_U_07,002_U_28,2
105_U_07,003_U_05,1
105_U_07,003_U_07,3
105_U_07,009_U_33,1
105_U_07,009_U_35,2
105_U_07,011_U_05,1
105_U_07,017_U_22,2
105_U_07,017_U_24,5
105_U_07,018_U_34,1
105_U_07,026_U_55,2
105_U_07,029_U_31,2
105_U_07,105_U_08,2
105_U_07,105_U_14,3
105_U_07,105_U_20,1
105_U_07,105_U_21,1
105_U_07,105_U_23,1
105_U_07,105_U_30,2
105_U_07,105_U_34,1
105_U_08,004_U_12,1
105_U_08,011_D_37,2
105_U_08,017_U_22,2
105_U_08,017_U_23,1
105_U_08,105_U_07,1
105_U_08,105_U_20,1
105_U_08,105_U_30,2
105_U_14,001_U_22,2
105_U_14,002_U_28,1
105_U_14,002_U_29,2
105_U_14,009_U_31,1
105_U_14,009_U_35,1
105_U_14,011_U_05,2
105_U_14,017_U_37,3
105_U_14,018_U_35,1
105_U_14,026_U_55,3
105_U_14,031_U_17,2
105_U_14,105_U_08,3
105_U_14,105_U_18,2
105_U_14,105_U_20,3
105_U_14,105_U_29,1
105_U_14,105_U_30,4
105_U_14,105_U_34,2
105_U_18,017_U_25,2
105_U_18,017_U_37,1
105_U_18,105_U_14,3
105_U_18,105_U_20,2
105_U_19,004_U_12,1
105_U_19,011_U_05,1
105_U_19,017_U_22,1
105_U_19,017_U_25,1
105_U_19,105_U_14,1
105_U_20,001_U_22,2
105_U_20,001_U_24,2
105_U_20,003_U_07,1
105_U_20,009_U_35,1
105_U_20,011_D_37,6
105_U_20,011_U_05,4
105_U_20,017_U_21,1
105_U_20,017_U_25,4
105_U_20,031_U_17,1
105_U_20,105_U_07,1
105_U_20,105_U_08,1
105_U_20,105_U_14,3
105_U_20,105_U_19,2
105_U_21,001_U_24,1
105_U_21,003_U_05,1
105_U_21,009_U_33,2
105_U_21,009_U_35,1
105_U_21,011_D_37,1
105_U_21,011_U_05,2
105_U_21,017_U_22,1
105_U_21,017_U_25,4
105_U_21,029_U_31,2
105_U_21,031_U_17,1
105_U_21,105_U_14,1
105_U_21,105_U_23,1
105_U_22,009_U_35,1
105_U_22,011_U_05,2
105_U_22,105_U_08,1
105_U_23,001_D_02,2
105_U_23,001_D_03,1
105_U_23,001_D_05,1
105_U_23,001_D_06,1
105_U_23,002_U_30,1
105_U_23,002_U_35,1
105_U_23,003_U_07,1
105_U_23,006_U_44,1
105_U_23,009_U_33,2
105_U_23,011_D_37,1
105_U_23,016_U_10,1
105_U_23,017_U_22,1
105_U_23,017_U_25,1
105_U_23,017_U_37,1
105_U_23,022_U_40,3
105_U_23,022_U_42,1
105_U_23,029_U_31,1
105_U_23,105_U_08,1
105_U_23,105_U_34,1
105_U_23,105_U_40,1
105_U_23,106_U_06,1
105_U_23,106_U_11,1
105_U_23,106_U_12,1
105_U_29,003_U_07,1
105_U_29,004_U_12,2
105_U_29,009_U_33,1
105_U_29,009_U_35,2
105_U_29,017_U_22,1
105_U_29,017_U_37,3
105_U_29,105_U_14,1
105_U_29,105_U_34,2
105_U_29,105_U_40,2
105_U_30,029_U_31,2
105_U_30,031_U_17,1
105_U_30,105_U_08,1
105_U_30,105_U_14,1
105_U_34,002_U_29,1
105_U_34,009_U_33,1
105_U_34,017_U_22,1
105_U_34,029_U_31,1
105_U_34,031_U_17,1
105_U_34,032_U_16,2
105_U_34,105_U_08,2
105_U_34,105_U_14,2
105_U_34,105_U_20,2
105_U_34,105_U_40,1
105_U_34,108_U_03,1
105_U_35,001_U_25,1
105_U_35,002_U_27,1
105_U_35,002_U_28,1
105_U_35,002_U_29,1
105_U_35,009_U_35,2
105_U_35,017_U_25,1
105_U_35,017_U_37,1
105_U_35,029_U_31,5
105_U_35,030_U_33,1
105_U_35,030_U_34,1
105_U_35,031_U_17,1
105_U_35,105_U_08,1
105_U_35,105_U_14,1
105_U_35,105_U_23,1
105_U_36,001_D_05,1
105_U_36,001_D_06,1
105_U_36,001_D_07,1
105_U_36,001_U_25,5
105_U_36,002_U_27,1
105_U_36,007_U_15,1
105_U_36,009_U_44,1
105_U_36,017_U_25,1
105_U_36,023_U_23,1
105_U_36,029_U_16,1
105_U_36,031_U_17,1
105_U_36,105_U_14,1
105_U_36,105_U_29,1
105_U_36,111_D_33,1
106_D_02,001_D_04,15
106_D_02,001_D_05,1
106_D_02,006_U_44,1
106_D_02,010_U_53,15
106_D_02,106_U_14,1
106_U_05,001_D_02,3
106_U_05,001_D_04,1
106_U_05,001_D_05,1
106_U_05,002_U_30,3
106_U_05,002_U_32,1
106_U_05,002_U_34,1
106_U_05,003_U_06,1
106_U_05,006_U_44,1
106_U_05,022_U_40,1
106_U_05,022_U_42,1
106_U_05,105_U_23,1
106_U_05,106_U_36,1
106_U_06,001_D_02,1
106_U_06,001_D_05,5
106_U_06,002_U_30,1
106_U_06,002_U_32,1
106_U_06,009_U_31,1
106_U_06,016_U_10,3
106_U_06,017_U_37,2
106_U_06,022_U_42,1
106_U_06,029_U_31,3
106_U_06,106_U_09,1
106_U_06,106_U_26,1
106_U_06,106_U_27,1
106_U_07,001_D_02,2
106_U_07,002_U_30,3
106_U_07,002_U_34,2
106_U_07,003_U_06,2
106_U_07,009_U_31,1
106_U_07,016_U_10,2
106_U_07,017_U_37,1
106_U_07,029_U_31,2
106_U_08,001_D_05,1
106_U_08,002_U_30,1
106_U_08,016_U_10,1
106_U_09,001_D_05,8
106_U_09,001_D_06,5
106_U_09,002_U_30,7
106_U_09,002_U_33,3
106_U_09,002_U_34,1
106_U_09,003_U_06,1
106_U_09,009_U_31,4
106_U_09,016_U_10,7
106_U_09,022_U_42,1
106_U_09,029_U_31,2
106_U_09,106_U_06,1
106_U_09,106_U_13,2
106_U_09,106_U_15,1
106_U_09,106_U_27,1
106_U_10,001_D_02,3
106_U_10,001_D_05,3
106_U_10,001_D_06,1
106_U_10,002_U_30,1
106_U_10,002_U_32,1
106_U_10,002_U_33,2
106_U_10,009_U_31,1
106_U_10,016_U_10,5
106_U_10,022_U_40,2
106_U_10,029_U_31,2
106_U_10,106_U_13,1
106_U_11,001_D_06,2
106_U_11,002_U_32,2
106_U_11,002_U_34,1
106_U_11,003_U_06,1
106_U_11,029_U_31,1
106_U_11,105_U_23,1
106_U_11,106_U_13,1
106_U_11,106_U_15,1
106_U_12,001_D_02,1
106_U_12,001_D_03,2
106_U_12,001_D_05,3
106_U_12,001_D_06,2
106_U_12,022_U_42,1
106_U_12,105_U_23,1
106_U_13,001_D_02,2
106_U_13,001_D_04,2
106_U_13,001_D_05,7
106_U_13,001_D_06,3
106_U_13,002_U_31,1
106_U_13,002_U_33,1
106_U_13,017_U_37,1
106_U_13,022_U_40,1
106_U_13,022_U_42,1
106_U_13,029_U_31,2
106_U_13,106_U_09,2
106_U_13,106_U_11,1
106_U_13,106_U_15,1
106_U_13,106_U_27,3
106_U_14,001_D_02,4
106_U_14,001_D_05,2
106_U_14,001_D_06,1
106_U_14,002_U_31,1
106_U_14,002_U_33,2
106_U_14,002_U_34,1
106_U_14,002_U_35,1
106_U_14,003_U_06,2
106_U_14,006_U_44,1
106_U_14,009_U_31,1
106_U_14,016_U_10,1
106_U_14,022_U_40,1
106_U_14,022_U_42,3
106_U_15,001_D_02,3
106_U_15,001_D_03,1
106_U_15,001_D_05,1
106_U_15,001_D_06,3
106_U_15,002_U_30,2
106_U_15,002_U_34,1
106_U_15,016_U_10,3
106_U_15,022_U_42,1
106_U_15,029_U_31,1
106_U_15,106_U_09,1
106_U_15,106_U_11,1
106_U_15,106_U_13,1
106_U_26,001_D_02,5
106_U_26,001_D_05,1
106_U_26,001_D_06,3
106_U_26,002_U_30,3
106_U_26,016_U_10,1
106_U_26,106_U_14,1
106_U_27,001_D_02,6
106_U_27,001_D_05,2
106_U_27,001_D_06,3
106_U_27,017_U_37,1
106_U_27,022_U_42,1
106_U_27,106_U_06,1
106_U_27,106_U_09,1
106_U_27,106_U_13,2
106_U_36,106_U_37,1
106_U_37,001_D_04,4
106_U_37,002_U_30,1
106_U_37,002_U_32,1
106_U_37,002_U_36,2
106_U_37,010_U_53,5
106_U_37,022_U_40,1
106_U_37,106_D_02,1
106_U_37,106_U_06,2
106_U_37,106_U_13,1
107_U_10,001_U_27,1
107_U_10,001_U_29,1
107_U_10,002_U_38,1
107_U_10,003_D_05,1
107_U_10,012_U_13,1
107_U_10,016_U_10,1
107_U_10,029_U_19,1
107_U_10,107_U_13,1
107_U_10,107_U_26,1
107_U_10,107_U_38,1
107_U_10,107_U_40,1
107_U_11,002_U_36,1
107_U_11,002_U_38,1
107_U_11,003_U_05,1
107_U_11,012_U_13,1
107_U_11,017_U_19,1
107_U_11,029_U_19,5
107_U_11,107_U_25,1
107_U_11,107_U_26,1
107_U_11,107_U_40,1
107_U_12,001_U_27,1
107_U_12,002_U_35,2
107_U_12,002_U_36,5
107_U_12,003_D_05,1
107_U_12,012_U_13,1
107_U_12,017_U_19,4
107_U_12,017_U_20,1
107_U_12,036_U_17,2
107_U_12,107_U_26,1
107_U_13,002_U_36,1
107_U_13,002_U_37,1
107_U_13,003_U_05,1
107_U_13,003_U_06,1
107_U_13,009_U_32,1
107_U_13,016_U_10,3
107_U_13,017_U_19,2
107_U_13,017_U_20,1
107_U_13,029_U_19,2
107_U_13,107_U_11,1
107_U_13,107_U_26,2
107_U_25,001_U_27,3
107_U_25,001_U_29,1
